intent,utterance,type,example
ask_previous_score,Năm 2021 Ky thuat xay dung/ He thong ky thuat trong cong trinh lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ He thong ky thuat trong cong trinh 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ He thong ky thuat trong cong trinh 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ He thong ky thuat trong cong trinh 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ He thong ky thuat trong cong trinh năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Ky thuat xay dung/ He thong ky thuat trong cong trinh lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ He thong ky thuat trong cong trinh 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ He thong ky thuat trong cong trinh 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ He thong ky thuat trong cong trinh 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ He thong ky thuat trong cong trinh năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Ky thuat xay dung/ He thong ky thuat trong cong trinh lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ He thong ky thuat trong cong trinh 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ He thong ky thuat trong cong trinh 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ He thong ky thuat trong cong trinh 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ He thong ky thuat trong cong trinh năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Ky thuat xay dung/ He thong ky thuat trong cong trinh lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ He thong ky thuat trong cong trinh 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ He thong ky thuat trong cong trinh 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ He thong ky thuat trong cong trinh 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Tin hoc xay dung năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Ky thuat xay dung/ Tin hoc xay dung lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Tin hoc xay dung 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Tin hoc xay dung 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Tin hoc xay dung 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Tin hoc xay dung năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Ky thuat xay dung/ Tin hoc xay dung lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Tin hoc xay dung 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Tin hoc xay dung 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Tin hoc xay dung 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Tin hoc xay dung năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Ky thuat xay dung/ Tin hoc xay dung lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Tin hoc xay dung 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Tin hoc xay dung 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Tin hoc xay dung 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Tin hoc xay dung năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Ky thuat xay dung/ Tin hoc xay dung lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Tin hoc xay dung 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Tin hoc xay dung 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Tin hoc xay dung 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Tin hoc xay dung năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Ky thuat xay dung/ Tin hoc xay dung lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Tin hoc xay dung 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Tin hoc xay dung 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Tin hoc xay dung 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Ky thuat Cong trinh thuy năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Ky thuat xay dung/ Ky thuat Cong trinh thuy lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Ky thuat Cong trinh thuy 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat Cong trinh thuy 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat Cong trinh thuy 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Ky thuat Cong trinh thuy năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Ky thuat xay dung/ Ky thuat Cong trinh thuy lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Ky thuat Cong trinh thuy 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat Cong trinh thuy 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat Cong trinh thuy 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Ky thuat Cong trinh thuy năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Ky thuat xay dung/ Ky thuat Cong trinh thuy lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Ky thuat Cong trinh thuy 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat Cong trinh thuy 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat Cong trinh thuy 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Ky thuat Cong trinh thuy năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Ky thuat xay dung/ Ky thuat Cong trinh thuy lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Ky thuat Cong trinh thuy 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat Cong trinh thuy 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat Cong trinh thuy 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Ky thuat Cong trinh thuy năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Ky thuat xay dung/ Ky thuat Cong trinh thuy lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Ky thuat Cong trinh thuy 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat Cong trinh thuy 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat Cong trinh thuy 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Ky thuat cong trinh bien năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Ky thuat xay dung/ Ky thuat cong trinh bien lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Ky thuat cong trinh bien 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat cong trinh bien 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat cong trinh bien 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Ky thuat cong trinh bien năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Ky thuat xay dung/ Ky thuat cong trinh bien lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Ky thuat cong trinh bien 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat cong trinh bien 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat cong trinh bien 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Ky thuat cong trinh bien năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Ky thuat xay dung/ Ky thuat cong trinh bien lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Ky thuat cong trinh bien 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat cong trinh bien 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat cong trinh bien 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Ky thuat cong trinh bien năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Ky thuat xay dung/ Ky thuat cong trinh bien lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Ky thuat cong trinh bien 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat cong trinh bien 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat cong trinh bien 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Ky thuat cong trinh bien năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Ky thuat xay dung/ Ky thuat cong trinh bien lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Ky thuat cong trinh bien 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat cong trinh bien 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Ky thuat cong trinh bien 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Cong nghe ky thuat xay dung năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Cong nghe ky thuat xay dung lấy mấy điểm,indirect,
ask_previous_score,Cong nghe ky thuat xay dung 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Cong nghe ky thuat xay dung 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Cong nghe ky thuat xay dung 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Cong nghe ky thuat xay dung năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Cong nghe ky thuat xay dung lấy mấy điểm,indirect,
ask_previous_score,Cong nghe ky thuat xay dung 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Cong nghe ky thuat xay dung 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Cong nghe ky thuat xay dung 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Cong nghe ky thuat xay dung năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Cong nghe ky thuat xay dung lấy mấy điểm,indirect,
ask_previous_score,Cong nghe ky thuat xay dung 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Cong nghe ky thuat xay dung 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Cong nghe ky thuat xay dung 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Cong nghe ky thuat xay dung năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Cong nghe ky thuat xay dung lấy mấy điểm,indirect,
ask_previous_score,Cong nghe ky thuat xay dung 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Cong nghe ky thuat xay dung 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Cong nghe ky thuat xay dung 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Cong nghe ky thuat xay dung năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Cong nghe ky thuat xay dung lấy mấy điểm,indirect,
ask_previous_score,Cong nghe ky thuat xay dung 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Cong nghe ky thuat xay dung 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Cong nghe ky thuat xay dung 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Xay dung Cau đuong 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung cong trinh Giao thong/ Đuong sat toc đo cao va đuong sat đo thi năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Ky thuat xay dung cong trinh Giao thong/ Đuong sat toc đo cao va đuong sat đo thi lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Đuong sat toc đo cao va đuong sat đo thi 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Đuong sat toc đo cao va đuong sat đo thi 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Đuong sat toc đo cao va đuong sat đo thi 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung cong trinh Giao thong/ Đuong sat toc đo cao va đuong sat đo thi năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Ky thuat xay dung cong trinh Giao thong/ Đuong sat toc đo cao va đuong sat đo thi lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Đuong sat toc đo cao va đuong sat đo thi 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Đuong sat toc đo cao va đuong sat đo thi 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Đuong sat toc đo cao va đuong sat đo thi 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung cong trinh Giao thong/ Đuong sat toc đo cao va đuong sat đo thi năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Ky thuat xay dung cong trinh Giao thong/ Đuong sat toc đo cao va đuong sat đo thi lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Đuong sat toc đo cao va đuong sat đo thi 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Đuong sat toc đo cao va đuong sat đo thi 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung cong trinh Giao thong/ Đuong sat toc đo cao va đuong sat đo thi 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung cong trinh Giao thong/ Đuong sat toc đo cao va đuong sat đo thi năm 2023 là bao nhiêu,direct,
